    Q/N Qlength AveWordLen my  I take_verb pill_words feel_verb
1     0       5       6.00  0  0         0          0         0
2     0       8       5.25  0  0         1          0         0
3     1      63       4.53  0  3         1          0         1
4     1      66       4.09  0  6         2          1         1
5     1      64       3.95  0  3         2          0         0
6     1      66       4.40  1  0         0          0         0
7     1      66       4.20  0  2         0          1         0
8     1      26       4.27  0  2         0          0         0
9     1      54       4.63  1  1         2          0         1
10    1      60       4.72  4  2         1          0         1
11    0      15       4.47  1  1         0          0         0
12    1      46       4.11  0  1         0          1         0
13    1      44       4.64  0  3         1          0         1
14    1      53       4.38  1  1         1          0         0
15    0      10       5.00  0  0         0          0         0
16    1      63       4.48  0  6         2          0         0
17    1      67       4.48  0  5         0          0         0
18    1      71       4.19  0  5         1          2         0
19    1      51       4.29  1  5         1          0         0
20    1      71       4.15  2  5         1          1         0
21    1      69       3.85  1  2         2          0         0
22    0      12       5.42  0  1         1          0         0
23    1      53       4.49  1  5         1          0         0
24    1      48       4.54  0  0         0          0         0
25    1      62       4.68  0  6         1          3         0
26    1      63       4.23  4  3         1          0         0
27    1      78       4.25  0  4         1          0         0
28    1      63       4.27  3  6         2          1         0
29    1      79       4.01  2  6         3          0         1
30    1      30       5.22  0  0         0          0         0
31    1      63       4.54  1  4         1          2         0
32    1      22       4.18  0  2         2          0         0
33    1      61       4.78  4  2         1          0         1
34    1      66       4.18  2  4         0          0         1
35    1      67       4.02  0  2         2          0         0
36    1      61       4.38  0  3         1          0         0
37    1      49       4.55  0  2         3          1         0
38    1      46       4.36  0  1         1          0         0
39    1      63       4.36  0  5         3          0         0
40    1      43       4.81  1  1         2          0         0
41    1      12       4.42  0  0         1          0         0
42    1      42       3.98  0  5         1          0         0
43    1      74       4.44  0  5         3          0         2
44    1      28       4.85  2  0         0          0         0
45    1      66       4.49  1  3         3          1         0
46    0      14       4.93  0  1         1          0         0
47    1      68       4.10  2  7         4          0         0
48    1      48       4.17  1  1         3          0         0
49    1      79       4.01  2  6         3          0         1
50    1      60       4.68  1  5         1          1         0
51    0      12       5.42  0  1         1          0         0
52    1      77       4.12  3  2         3          3         0
53    1      28       5.15  1  0         2          0         0
54    1      70       4.06  0  3         1          0         0
55    1      41       4.17  1  1         1          2         0
56    1      54       3.91  0  3         3          1         0
57    1      47       5.36  0  2         0          0         0
58    1      79       4.01  2  6         3          0         1
59    1      69       4.16  2  4         3          2         0
60    1      24       4.04  0  0         0          0         0
61    1      50       4.69  0  2         3          1         0
62    1      66       3.97  1  6         2          0         0
63    1      63       4.65  1  2         0          0         0
64    1      67       4.30  3  4         2          0         0
65    1      75       4.26  1  7         1          0         0
66    1      59       4.51  1  4         0          0         0
67    1      64       4.81  1  3         2          1         0
68    1      71       3.99  1  7         3          2         2
69    1      73       3.90  2  3         3          2         0
70    1      60       4.80  2  0         1          0         0
71    1      84       3.84  1  5         1          0         1
72    1      30       4.55  0  1         1          1         0
73    1      69       3.94  1  5         1          0         0
74    1      40       3.95  1  1         1          1         1
75    1      59       4.67  0  1         0          0         0
76    1      59       4.51  1  4         0          0         0
77    1      66       4.32  0  4         1          0         0
78    1      63       4.44  1  3         1          0         1
79    1      64       4.10  1  6         1          0         0
80    0       6       5.33  0  0         0          0         0
81    1      67       4.22  1  1         1          0         0
82    1      59       4.51  1  4         0          0         0
83    1      24       4.62  1  1         0          0         0
84    1      70       3.94  2  6         2          0         0
85    1      53       4.70  2  2         0          0         0
86    0       3       8.00  0  0         0          0         0
87    1      42       4.42  2  2         0          0         0
88    1      64       4.81  1  3         2          1         0
89    1      16       4.50  0  0         1          1         0
90    1      30       4.37  0  0         1          0         0
91    1      67       4.50  5  5         0          1         0
92    1      72       4.61  1  4         5          0         0
93    1      27       4.67  0  2         0          1         0
94    1      45       4.33  2  1         1          1         0
95    0      23       3.78  0  2         1          1         0
96    1      60       4.54  2  5         0          0         0
97    1      23       4.09  1  2         0          0         0
98    1      67       4.33  1  6         3          0         0
99    1      63       4.48  2  4         1          1         1
100   1      69       4.35  1  1         1          0         1
101   1      27       4.46  0  1         1          0         0
102   1      66       4.00  2  4         2          0         0
103   1      70       4.20  1  3         0          0         2
104   1      34       4.25  0  2         0          0         0
105   1      74       3.67  0  3         3          1         0
106   1      84       4.06  1  2         3          2         0
107   1      71       4.09  0  3         2          0         0
108   1      75       4.28  1  5         4          0         0
109   1      68       3.96  0  2         1          0         0
110   1      62       4.38  1  1         1          0         0
111   1      69       4.43  2  3         2          1         3
112   1      67       4.15  1  5         2          3         0
113   1      52       4.74  0  3         1          0         0
114   1      48       5.06  0  1         3          0         0
115   1      59       4.97  1  1         1          0         0
116   1      53       4.06  2  3         3          0         0
117   1      67       3.98  1  4         1          0         0
118   1      23       5.04  0  2         1          0         0
119   1      62       4.56  1  1         0          2         0
120   1      65       4.18  1  4         3          0         0
121   1      34       5.88  0  0         1          0         0
122   1      34       4.00  0  1         1          1         0
123   1      70       4.04  0  7         1          0         1
124   1      30       4.55  0  1         1          1         0
125   1      12       4.67  0  0         0          0         0
 [ reached getOption("max.print") -- omitted 257 rows ]
